Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron,OpSys,Containers,BlockchainOrg,BlockchainIs
17839,C#,C#,Microsoft SQL Server,Elasticsearch,Microsoft Azure,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Visual Studio,,,,
17839,HTML/CSS,F#,SQLite,MongoDB,Windows,Raspberry Pi,ASP.NET,ASP.NET,,,,,
17839,JavaScript,JavaScript,,Microsoft SQL Server,,Windows,jQuery,jQuery,,,,,
17839,SQL,R,,Redis,,,,React.js,,,,,
17839,VBA,TypeScript,,SQLite,,,,,,,,,
17839,Other(s):,Other(s):,,,,,,,,,,,
17842,C#,C#,MongoDB,Firebase,AWS,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio,,,,
17842,HTML/CSS,HTML/CSS,Microsoft SQL Server,MongoDB,Heroku,Docker,ASP.NET,Express,Visual Studio Code,,,,
17842,JavaScript,JavaScript,Oracle,Microsoft SQL Server,Windows,Heroku,Express,,Xcode,,,,
17842,SQL,SQL,,SQLite,,iOS,jQuery,,,,,,
17842,TypeScript,Swift,,,,Microsoft Azure,,,,,,,
17842,,TypeScript,,,,Windows,,,,,,,
17843,HTML/CSS,TypeScript,Microsoft SQL Server,Firebase,Arduino,Docker,Angular/Angular.js,Express,Android Studio,,,,
17843,JavaScript,,MySQL,MongoDB,iOS,Heroku,ASP.NET,React.js,Sublime Text,,,,
17843,PHP,,,,Linux,,jQuery,,Visual Studio Code,,,,
17843,SQL,,,,MacOS,,Laravel,,Xcode,,,,
17843,,,,,Slack,,,,,,,,
17843,,,,,Windows,,,,,,,,
17843,,,,,WordPress,,,,,,,,
17846,C,,MariaDB,MariaDB,Android,Android,Drupal,,Android Studio,,,,
17846,C++,,MySQL,MySQL,Linux,Linux,Spring,,Eclipse,,,,
17846,HTML/CSS,,PostgreSQL,,,,,,IntelliJ,,,,
17846,Java,,,,,,,,,,,,
17846,JavaScript,,,,,,,,,,,,
17846,PHP,,,,,,,,,,,,
17846,SQL,,,,,,,,,,,,
17848,JavaScript,Python,Microsoft SQL Server,Cassandra,Linux,AWS,Flask,Flask,RStudio,,,,
17848,Python,,,DynamoDB,Slack,Kubernetes,React.js,,Visual Studio Code,,,,
17848,R,,,Elasticsearch,,Linux,,,,,,,
17848,SQL,,,MariaDB,,Slack,,,,,,,
17848,,,,MongoDB,,,,,,,,,
17848,,,,Oracle,,,,,,,,,
17850,HTML/CSS,Go,MySQL,MongoDB,AWS,iOS,jQuery,Angular/Angular.js,Eclipse,,,,
17850,Java,Python,Oracle,PostgreSQL,Linux,MacOS,Spring,Django,Visual Studio Code,,,,
17850,JavaScript,Swift,,,Windows,Microsoft Azure,,React.js,,,,,
17850,PHP,,,,,,,,,,,,
17850,SQL,,,,,,,,,,,,
17852,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Android,Android,Django,Vue.js,Android Studio,,,,
17852,HTML/CSS,HTML/CSS,MariaDB,MariaDB,iOS,AWS,Express,,IntelliJ,,,,
17852,Java,JavaScript,MongoDB,MongoDB,,Heroku,Laravel,,PHPStorm,,,,
17852,JavaScript,Python,MySQL,MySQL,,iOS,React.js,,Visual Studio Code,,,,
17852,PHP,,,,,,Vue.js,,Xcode,,,,
17852,Python,,,,,,,,,,,,
17852,R,,,,,,,,,,,,
17852,SQL,,,,,,,,,,,,
17855,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Cassandra,AWS,AWS,Angular/Angular.js,Spring,IntelliJ,,,,
17855,JavaScript,C++,Redis,DynamoDB,Linux,Docker,Django,Other(s):,IPython / Jupyter,,,,
17855,Python,Clojure,SQLite,Elasticsearch,,Kubernetes,Flask,,PyCharm,,,,
17855,SQL,Elixir,,PostgreSQL,,Linux,,,RStudio,,,,
17855,,Go,,,,Microsoft Azure,,,Sublime Text,,,,
17855,,R,,,,,,,Vim,,,,
17855,,Scala,,,,,,,Visual Studio Code,,,,
17855,,SQL,,,,,,,,,,,
17856,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,,AWS,Google Cloud Platform,,,Vim,,,,
17856,Go,Go,,,Docker,Kubernetes,,,,,,,
17856,Python,Python,,,Google Cloud Platform,Linux,,,,,,,
17856,,WebAssembly,,,Kubernetes,MacOS,,,,,,,
17856,,,,,Linux,Slack,,,,,,,
17856,,,,,MacOS,,,,,,,,
17856,,,,,Raspberry Pi,,,,,,,,
17856,,,,,Slack,,,,,,,,
17857,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Microsoft SQL Server,Windows,Docker,Angular/Angular.js,ASP.NET,Notepad++,,,,
17857,C#,C#,Microsoft SQL Server,,,Kubernetes,ASP.NET,Vue.js,Visual Studio,,,,
17857,HTML/CSS,HTML/CSS,MySQL,,,Linux,jQuery,Other(s):,Visual Studio Code,,,,
17857,JavaScript,JavaScript,,,,Raspberry Pi,Other(s):,,,,,,
17857,PHP,SQL,,,,Windows,,,,,,,
17857,Python,TypeScript,,,,,,,,,,,
17857,SQL,,,,,,,,,,,,
17857,TypeScript,,,,,,,,,,,,
17862,Objective-C,Objective-C,SQLite,SQLite,iOS,iOS,,,Xcode,,,,
17862,Swift,,,,,MacOS,,,,,,,
17863,C,C,PostgreSQL,PostgreSQL,AWS,Heroku,Angular/Angular.js,React.js,Vim,,,,
17863,Go,Go,,,Heroku,MacOS,jQuery,Ruby on Rails,,,,,
17863,HTML/CSS,HTML/CSS,,,MacOS,Raspberry Pi,React.js,,,,,,
17863,JavaScript,JavaScript,,,Raspberry Pi,,Ruby on Rails,,,,,,
17863,Ruby,Ruby,,,Slack,,,,,,,,
17863,SQL,SQL,,,WordPress,,,,,,,,
17863,TypeScript,TypeScript,,,,,,,,,,,
17866,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,PostgreSQL,Android,Android,,Laravel,Visual Studio Code,,,,
17866,Go,Go,PostgreSQL,Redis,Docker,AWS,,React.js,,,,,
17866,HTML/CSS,HTML/CSS,Redis,,Google Cloud Platform,Docker,,,,,,,
17866,JavaScript,Python,,,Kubernetes,Google Cloud Platform,,,,,,,
17866,PHP,Ruby,,,Linux,iOS,,,,,,,
17866,TypeScript,TypeScript,,,Raspberry Pi,Kubernetes,,,,,,,
17866,,,,,WordPress,Linux,,,,,,,
17866,,,,,,MacOS,,,,,,,
17867,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,Other(s):,AWS,AWS,Drupal,Express,Visual Studio Code,,,,
17867,Go,HTML/CSS,Other(s):,,Docker,Docker,Express,React.js,,,,,
17867,HTML/CSS,JavaScript,,,Heroku,Heroku,React.js,,,,,,
17867,JavaScript,TypeScript,,,MacOS,MacOS,,,,,,,
17867,PHP,,,,Windows,Windows,,,,,,,
17867,TypeScript,,,,,,,,,,,,
17868,Assembly,C,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,,Visual Studio,,,,
17868,C,C#,MySQL,Oracle,Linux,Arduino,jQuery,,,,,,
17868,C++,SQL,Oracle,SQLite,Windows,Windows,,,,,,,
17868,C#,,,,,WordPress,,,,,,,
17868,HTML/CSS,,,,,,,,,,,,
17868,Java,,,,,,,,,,,,
17868,JavaScript,,,,,,,,,,,,
17868,SQL,,,,,,,,,,,,
17868,VBA,,,,,,,,,,,,
17869,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,AWS,AWS,Angular/Angular.js,Flask,IntelliJ,,,,
17869,C#,Dart,MongoDB,MongoDB,Linux,Microsoft Azure,Flask,React.js,IPython / Jupyter,,,,
17869,HTML/CSS,Elixir,PostgreSQL,PostgreSQL,Microsoft Azure,,React.js,Other(s):,Visual Studio Code,,,,
17869,Java,Erlang,Redis,Redis,,,Other(s):,,,,,,
17869,JavaScript,F#,SQLite,SQLite,,,,,,,,,
17869,Python,Go,,,,,,,,,,,
17869,Scala,HTML/CSS,,,,,,,,,,,
17869,,JavaScript,,,,,,,,,,,
17869,,Python,,,,,,,,,,,
17869,,Rust,,,,,,,,,,,
17869,,Scala,,,,,,,,,,,
17869,,Swift,,,,,,,,,,,
17869,,TypeScript,,,,,,,,,,,
17871,Bash/Shell/PowerShell,Elixir,DynamoDB,Couchbase,AWS,Docker,Django,Django,IPython / Jupyter,,,,
17871,HTML/CSS,Erlang,MongoDB,Elasticsearch,Docker,Kubernetes,Express,Express,Sublime Text,,,,
17871,JavaScript,Go,MySQL,PostgreSQL,Heroku,Linux,Flask,Flask,Visual Studio Code,,,,
17871,Python,HTML/CSS,PostgreSQL,Redis,Linux,Raspberry Pi,,Vue.js,,,,,
17871,SQL,Python,Redis,,MacOS,,,,,,,,
17871,,TypeScript,,,,,,,,,,,
17871,,WebAssembly,,,,,,,,,,,
17879,C++,C++,Microsoft SQL Server,MongoDB,Linux,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse,,,,
17879,C#,C#,MySQL,Microsoft SQL Server,Windows,Docker,ASP.NET,ASP.NET,RStudio,,,,
17879,HTML/CSS,JavaScript,,MySQL,,Linux,,jQuery,Visual Studio,,,,
17879,JavaScript,Python,,,,Microsoft Azure,,React.js,Visual Studio Code,,,,
17879,Python,R,,,,Raspberry Pi,,,,,,,
17879,R,SQL,,,,Windows,,,,,,,
17879,SQL,TypeScript,,,,WordPress,,,,,,,
17887,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,AWS,AWS,jQuery,jQuery,NetBeans,,,,
17887,HTML/CSS,HTML/CSS,Oracle,Oracle,Other(s):,Other(s):,Other(s):,Other(s):,Notepad++,,,,
17887,JavaScript,JavaScript,,,,,,,Sublime Text,,,,
17887,PHP,PHP,,,,,,,,,,,
17887,SQL,SQL,,,,,,,,,,,
17887,Other(s):,Other(s):,,,,,,,,,,,
17888,C,HTML/CSS,Microsoft SQL Server,MariaDB,Linux,Linux,,jQuery,Eclipse,,,,
17888,HTML/CSS,PHP,MySQL,MySQL,Windows,,,,Notepad++,,,,
17888,JavaScript,R,Oracle,Oracle,,,,,RStudio,,,,
17888,PHP,Ruby,PostgreSQL,PostgreSQL,,,,,Vim,,,,
17888,R,Scala,Other(s):,Other(s):,,,,,,,,,
17888,Scala,SQL,,,,,,,,,,,
17888,SQL,Other(s):,,,,,,,,,,,
17888,Other(s):,,,,,,,,,,,,
17889,JavaScript,JavaScript,Elasticsearch,Elasticsearch,,,jQuery,jQuery,IPython / Jupyter,,,,
17889,Python,Python,Other(s):,,,,,,PyCharm,,,,
17889,,Other(s):,,,,,,,Visual Studio Code,,,,
17893,Python,Python,Microsoft SQL Server,MongoDB,MacOS,AWS,,,Visual Studio,,,,
17893,VBA,Rust,,,Windows,Docker,,,Visual Studio Code,,,,
17893,,WebAssembly,,,,Linux,,,,,,,
17894,HTML/CSS,JavaScript,DynamoDB,,AWS,,React.js,React.js,Notepad++,,,,
17894,Java,TypeScript,MySQL,,Google Cloud Platform,,,,PHPStorm,,,,
17894,JavaScript,,PostgreSQL,,Microsoft Azure,,,,Visual Studio Code,,,,
17894,PHP,,Redis,,Windows,,,,,,,,
17894,SQL,,,,,,,,,,,,
17894,TypeScript,,,,,,,,,,,,
17896,Go,Dart,MongoDB,PostgreSQL,Google Cloud Platform,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio Code,,,,
17896,HTML/CSS,Go,PostgreSQL,Redis,Linux,Google Cloud Platform,Express,Express,,,,,
17896,JavaScript,HTML/CSS,,,,Linux,React.js,React.js,,,,,
17896,TypeScript,JavaScript,,,,,,Vue.js,,,,,
17896,,Rust,,,,,,,,,,,
17896,,TypeScript,,,,,,,,,,,
17896,,WebAssembly,,,,,,,,,,,
17897,Bash/Shell/PowerShell,Elixir,MariaDB,DynamoDB,AWS,AWS,Django,Angular/Angular.js,Notepad++,,,,
17897,HTML/CSS,Erlang,MongoDB,Elasticsearch,Docker,Docker,Flask,ASP.NET,PHPStorm,,,,
17897,JavaScript,Go,Microsoft SQL Server,Firebase,iOS,iOS,jQuery,Django,PyCharm,,,,
17897,PHP,HTML/CSS,MySQL,MariaDB,Linux,Kubernetes,Laravel,Flask,Xcode,,,,
17897,Python,JavaScript,Oracle,MongoDB,MacOS,Linux,,jQuery,,,,,
17897,SQL,PHP,,Microsoft SQL Server,Windows,MacOS,,Laravel,,,,,
17897,Swift,Python,,PostgreSQL,WordPress,Microsoft Azure,,Vue.js,,,,,
17897,,SQL,,,,Raspberry Pi,,,,,,,
17897,,Swift,,,,,,,,,,,
17899,C#,Python,Cassandra,Cassandra,Linux,AWS,ASP.NET,Django,IntelliJ,,,,
17899,Python,Scala,MongoDB,MongoDB,MacOS,Kubernetes,Flask,Flask,IPython / Jupyter,,,,
17899,SQL,SQL,Microsoft SQL Server,Oracle,Windows,Linux,,React.js,Notepad++,,,,
17899,,,MySQL,,,,,,Visual Studio,,,,
17899,,,,,,,,,Visual Studio Code,,,,
17904,C#,C#,Oracle,PostgreSQL,Windows,Arduino,Angular/Angular.js,React.js,Visual Studio,,,,
17904,HTML/CSS,HTML/CSS,,,,Docker,ASP.NET,,Visual Studio Code,,,,
17904,JavaScript,JavaScript,,,,Google Cloud Platform,,,,,,,
17904,SQL,Kotlin,,,,Kubernetes,,,,,,,
17904,,TypeScript,,,,Linux,,,,,,,
17904,,,,,,Raspberry Pi,,,,,,,
17904,,,,,,Windows,,,,,,,
17911,Bash/Shell/PowerShell,C#,Elasticsearch,Elasticsearch,Android,Android,ASP.NET,ASP.NET,Eclipse,,,,
17911,C,Dart,Microsoft SQL Server,Microsoft SQL Server,iOS,AWS,React.js,Express,Sublime Text,,,,
17911,C++,F#,MySQL,PostgreSQL,Microsoft Azure,iOS,,React.js,Vim,,,,
17911,C#,Go,Redis,Redis,Raspberry Pi,Microsoft Azure,,Other(s):,Visual Studio Code,,,,
17911,HTML/CSS,HTML/CSS,,SQLite,WordPress,Raspberry Pi,,,,,,,
17911,JavaScript,JavaScript,,,,,,,,,,,
17911,PHP,Python,,,,,,,,,,,
17911,SQL,SQL,,,,,,,,,,,
17911,Swift,,,,,,,,,,,,
17912,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,Android,React.js,React.js,Atom,,,,
17912,Java,Ruby,PostgreSQL,PostgreSQL,Docker,Docker,Ruby on Rails,Ruby on Rails,IntelliJ,,,,
17912,JavaScript,Scala,Redis,Redis,Heroku,Heroku,,,Vim,,,,
17912,Ruby,TypeScript,,,iOS,Kubernetes,,,Visual Studio Code,,,,
17912,Scala,,,,Kubernetes,Linux,,,,,,,
17912,TypeScript,,,,Linux,,,,,,,,
17913,HTML/CSS,HTML/CSS,MySQL,MySQL,Windows,Linux,Drupal,Laravel,Sublime Text,,,,
17913,JavaScript,JavaScript,,,Other(s):,Windows,jQuery,React.js,Visual Studio Code,,,,
17913,PHP,PHP,,,,,,,,,,,
17913,SQL,Python,,,,,,,,,,,
17913,,SQL,,,,,,,,,,,
17914,C#,C#,Elasticsearch,,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Notepad++,,,,
17914,HTML/CSS,HTML/CSS,MySQL,,,,ASP.NET,ASP.NET,Visual Studio,,,,
17914,Java,JavaScript,PostgreSQL,,,,jQuery,React.js,Visual Studio Code,,,,
17914,JavaScript,SQL,,,,,,Vue.js,,,,,
17914,SQL,TypeScript,,,,,,,,,,,
17914,TypeScript,Other(s):,,,,,,,,,,,
17914,Other(s):,,,,,,,,,,,,
17917,Bash/Shell/PowerShell,Clojure,Cassandra,Cassandra,Docker,Docker,Spring,,IntelliJ,,,,
17917,Clojure,Elixir,MongoDB,Couchbase,Linux,Linux,,,IPython / Jupyter,,,,
17917,Java,Java,,Elasticsearch,,Slack,,,Vim,,,,
17917,Kotlin,Kotlin,,MongoDB,,,,,Visual Studio Code,,,,
17917,Python,Python,,,,,,,,,,,
17917,Scala,Scala,,,,,,,,,,,
17917,SQL,SQL,,,,,,,,,,,
17918,C#,Go,Firebase,MySQL,Android,AWS,Angular/Angular.js,Django,Android Studio,,,,
17918,HTML/CSS,PHP,MongoDB,Oracle,Docker,Heroku,ASP.NET,React.js,IntelliJ,,,,
17918,Java,Python,Microsoft SQL Server,PostgreSQL,iOS,Kubernetes,Express,Vue.js,Visual Studio,,,,
17918,JavaScript,,SQLite,,Microsoft Azure,Raspberry Pi,,,Visual Studio Code,,,,
17918,Kotlin,,,,Slack,,,,Xcode,,,,
17918,Swift,,,,WordPress,,,,,,,,
17918,TypeScript,,,,,,,,,,,,
17920,HTML/CSS,HTML/CSS,MySQL,MongoDB,Windows,Android,Angular/Angular.js,Angular/Angular.js,Eclipse,,,,
17920,JavaScript,JavaScript,,,WordPress,iOS,jQuery,jQuery,Visual Studio Code,,,,
17920,,PHP,,,,Windows,,React.js,,,,,
17920,,TypeScript,,,,WordPress,,,,,,,
17923,HTML/CSS,JavaScript,,,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio,,,,
17923,Java,TypeScript,,,iOS,iOS,React.js,React.js,Visual Studio Code,,,,
17923,JavaScript,WebAssembly,,,,Microsoft Azure,Vue.js,Vue.js,Xcode,,,,
17923,Swift,,,,,,,,,,,,
17926,C#,HTML/CSS,Microsoft SQL Server,MongoDB,iOS,AWS,Angular/Angular.js,Angular/Angular.js,Notepad++,,,,
17926,HTML/CSS,JavaScript,Oracle,PostgreSQL,,Docker,ASP.NET,ASP.NET,Visual Studio,,,,
17926,JavaScript,R,,SQLite,,Microsoft Azure,jQuery,React.js,Visual Studio Code,,,,
17926,Objective-C,TypeScript,,,,Raspberry Pi,React.js,,,,,,
17926,SQL,,,,,,,,,,,,
17929,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Elasticsearch,Linux,Linux,Flask,Flask,IntelliJ,,,,
17929,HTML/CSS,HTML/CSS,Redis,MySQL,MacOS,,Vue.js,Vue.js,IPython / Jupyter,,,,
17929,Java,JavaScript,,Redis,,,,,PyCharm,,,,
17929,JavaScript,Kotlin,,,,,,,Sublime Text,,,,
17929,Python,Python,,,,,,,,,,,
17929,,Scala,,,,,,,,,,,
17929,,TypeScript,,,,,,,,,,,
17932,Java,Java,Microsoft SQL Server,Microsoft SQL Server,Windows,Android,,,Eclipse,,,,
17932,SQL,SQL,Oracle,Oracle,,Windows,,,Notepad++,,,,
17932,,,PostgreSQL,PostgreSQL,,,,,,,,,
17933,Python,Java,,,Linux,Android,,,Android Studio,,,,
17933,,Python,,,,Linux,,,IntelliJ,,,,
17933,,,,,,,,,PyCharm,,,,
17933,,,,,,,,,Vim,,,,
17934,C++,C#,MySQL,MongoDB,Arduino,Arduino,jQuery,jQuery,Notepad++,,,,
17934,C#,HTML/CSS,SQLite,MySQL,Linux,Linux,,,Visual Studio,,,,
17934,HTML/CSS,JavaScript,Other(s):,PostgreSQL,Raspberry Pi,Raspberry Pi,,,,,,,
17934,Java,PHP,,SQLite,Windows,Windows,,,,,,,
17934,JavaScript,Python,,,,,,,,,,,
17934,PHP,SQL,,,,,,,,,,,
17934,Python,,,,,,,,,,,,
17934,Ruby,,,,,,,,,,,,
17934,SQL,,,,,,,,,,,,
17936,Bash/Shell/PowerShell,Bash/Shell/PowerShell,SQLite,PostgreSQL,Android,Android,jQuery,,Android Studio,,,,
17936,C,HTML/CSS,,SQLite,Arduino,Arduino,Ruby on Rails,,IntelliJ,,,,
17936,HTML/CSS,Java,,,Docker,AWS,,,PyCharm,,,,
17936,Java,Kotlin,,,Linux,Docker,,,Sublime Text,,,,
17936,JavaScript,Python,,,Slack,Linux,,,,,,,
17936,Kotlin,SQL,,,Windows,,,,,,,,
17936,Python,,,,WordPress,,,,,,,,
17936,SQL,,,,,,,,,,,,
17938,HTML/CSS,HTML/CSS,MySQL,MongoDB,Windows,Windows,Other(s):,Other(s):,Notepad++,,,,
17938,JavaScript,JavaScript,,MySQL,WordPress,WordPress,,,,,,,
17938,PHP,PHP,,PostgreSQL,Other(s):,Other(s):,,,,,,,
17938,,Python,,,,,,,,,,,
17939,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,Arduino,Arduino,ASP.NET,Express,PHPStorm,,,,
17939,HTML/CSS,JavaScript,MySQL,MongoDB,AWS,AWS,Express,React.js,Sublime Text,,,,
17939,JavaScript,Ruby,PostgreSQL,Redis,Docker,Docker,jQuery,Ruby on Rails,,,,,
17939,PHP,WebAssembly,Redis,,Linux,Google Cloud Platform,Laravel,Vue.js,,,,,
17939,Ruby,,SQLite,,Windows,Linux,React.js,,,,,,
17939,,,,,WordPress,MacOS,Ruby on Rails,,,,,,
17939,,,,,,Raspberry Pi,Vue.js,,,,,,
17939,,,,,,Slack,,,,,,,
17945,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Docker,Docker,,jQuery,RStudio,,,,
17945,Python,C++,,SQLite,Linux,Linux,,React.js,Vim,,,,
17945,R,HTML/CSS,,,,,,,Visual Studio Code,,,,
17945,,JavaScript,,,,,,,,,,,
17945,,Python,,,,,,,,,,,
17945,,R,,,,,,,,,,,
17946,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Visual Studio,,,,
17946,HTML/CSS,SQL,MySQL,MySQL,,,jQuery,jQuery,,,,,
17946,JavaScript,,Oracle,Oracle,,,,,,,,,
17946,SQL,,,,,,,,,,,,
17948,HTML/CSS,HTML/CSS,SQLite,MySQL,Arduino,Arduino,Django,Django,IPython / Jupyter,,,,
17948,JavaScript,JavaScript,,SQLite,Linux,Linux,,Flask,PyCharm,,,,
17948,Python,Python,,,MacOS,MacOS,,,Sublime Text,,,,
17948,,SQL,,,Raspberry Pi,Raspberry Pi,,,Visual Studio Code,,,,
17948,,,,,Slack,Slack,,,,,,,
17948,,,,,Windows,,,,,,,,
17949,Bash/Shell/PowerShell,Bash/Shell/PowerShell,,,Raspberry Pi,Raspberry Pi,,Vue.js,IntelliJ,,,,
17949,C#,C,,,Windows,,,,Vim,,,,
17949,Java,C++,,,,,,,Visual Studio,,,,
17949,JavaScript,F#,,,,,,,Visual Studio Code,,,,
17949,Rust,Rust,,,,,,,,,,,
17949,TypeScript,TypeScript,,,,,,,,,,,
17949,WebAssembly,WebAssembly,,,,,,,,,,,
17950,PHP,Java,MySQL,PostgreSQL,Windows,MacOS,Laravel,Spring,Android Studio,,,,
17950,,,,,,,,,Eclipse,,,,
17950,,,,,,,,,NetBeans,,,,
17950,,,,,,,,,Sublime Text,,,,
17950,,,,,,,,,Visual Studio Code,,,,
17952,HTML/CSS,JavaScript,DynamoDB,Redis,AWS,Arduino,jQuery,Angular/Angular.js,IntelliJ,,,,
17952,JavaScript,Python,MariaDB,,Linux,AWS,React.js,Django,Visual Studio,,,,
17952,PHP,Rust,MySQL,,MacOS,Linux,Vue.js,React.js,Visual Studio Code,,,,
17952,Scala,,Redis,,Windows,,,Vue.js,,,,,
17952,SQL,,,,,,,,,,,,
17954,Python,Elixir,Elasticsearch,Cassandra,AWS,AWS,Django,,Emacs,,,,
17954,,Go,PostgreSQL,Elasticsearch,Docker,Docker,,,PyCharm,,,,
17954,,Kotlin,Redis,PostgreSQL,Heroku,Google Cloud Platform,,,,,,,
17954,,Python,,Redis,,Kubernetes,,,,,,,
17960,Bash/Shell/PowerShell,Elixir,Elasticsearch,DynamoDB,Heroku,AWS,jQuery,Vue.js,Vim,,,,
17960,C,JavaScript,PostgreSQL,Elasticsearch,Raspberry Pi,Docker,React.js,,Visual Studio Code,,,,
17960,HTML/CSS,Ruby,Redis,PostgreSQL,,iOS,Ruby on Rails,,,,,,
17960,JavaScript,Rust,,Redis,,Raspberry Pi,,,,,,,
17960,PHP,TypeScript,,,,,,,,,,,
17960,Ruby,WebAssembly,,,,,,,,,,,
17960,SQL,,,,,,,,,,,,
17964,HTML/CSS,TypeScript,MariaDB,MariaDB,Docker,AWS,Drupal,Express,IntelliJ,,,,
17964,JavaScript,,MongoDB,MongoDB,,,Express,React.js,PHPStorm,,,,
17964,PHP,,MySQL,MySQL,,,React.js,Other(s):,Sublime Text,,,,
17964,TypeScript,,,,,,Other(s):,,,,,,
17966,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Linux,Android,Angular/Angular.js,Angular/Angular.js,Atom,,,,
17966,JavaScript,JavaScript,MySQL,MySQL,Raspberry Pi,Arduino,jQuery,jQuery,Emacs,,,,
17966,PHP,,,,Windows,Linux,,,Visual Studio,,,,
17966,,,,,,Raspberry Pi,,,Visual Studio Code,,,,
17966,,,,,,Windows,,,,,,,
17967,C#,C#,Microsoft SQL Server,Microsoft SQL Server,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse,,,,
17967,Go,Go,Oracle,PostgreSQL,Docker,Docker,ASP.NET,ASP.NET,Visual Studio,,,,
17967,HTML/CSS,HTML/CSS,PostgreSQL,,Windows,Windows,Spring,React.js,Visual Studio Code,,,,
17967,Java,Java,,,,,,Spring,,,,,
17967,JavaScript,JavaScript,,,,,,,,,,,
17967,PHP,PHP,,,,,,,,,,,
17967,SQL,SQL,,,,,,,,,,,
17967,TypeScript,TypeScript,,,,,,,,,,,
17968,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Arduino,Angular/Angular.js,React.js,Visual Studio,,,,
17968,C#,C#,,,MacOS,iOS,ASP.NET,,Visual Studio Code,,,,
17968,HTML/CSS,HTML/CSS,,,Microsoft Azure,MacOS,jQuery,,,,,,
17968,JavaScript,JavaScript,,,Slack,Microsoft Azure,,,,,,,
17968,SQL,Python,,,Windows,Raspberry Pi,,,,,,,
17968,TypeScript,TypeScript,,,,Windows,,,,,,,
17978,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,AWS,AWS,ASP.NET,ASP.NET,Notepad++,,,,
17978,C#,C#,,,Windows,Windows,jQuery,Vue.js,Visual Studio,,,,
17978,HTML/CSS,HTML/CSS,,,,,Vue.js,,,,,,
17978,JavaScript,JavaScript,,,,,,,,,,,
17978,Python,SQL,,,,,,,,,,,
17978,SQL,TypeScript,,,,,,,,,,,
17982,Bash/Shell/PowerShell,Go,MariaDB,MariaDB,Docker,Arduino,React.js,React.js,Atom,,,,
17982,Go,JavaScript,MySQL,PostgreSQL,Kubernetes,Kubernetes,,,Eclipse,,,,
17982,JavaScript,Rust,PostgreSQL,,MacOS,Linux,,,IntelliJ,,,,
17982,SQL,SQL,Redis,,,MacOS,,,Sublime Text,,,,
17982,TypeScript,,,,,Raspberry Pi,,,Vim,,,,
17984,Java,JavaScript,MongoDB,PostgreSQL,Docker,Docker,React.js,React.js,IntelliJ,,,,
17984,JavaScript,,,,Linux,Linux,,,Visual Studio Code,,,,
17984,PHP,,,,,,,,,,,,
17985,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,Docker,ASP.NET,ASP.NET,Visual Studio,,,,
17985,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Raspberry Pi,Kubernetes,jQuery,React.js,Visual Studio Code,,,,
17985,,,,Redis,Windows,Microsoft Azure,,,,,,,
17985,,,,,,Raspberry Pi,,,,,,,
17985,,,,,,Windows,,,,,,,
17986,Bash/Shell/PowerShell,HTML/CSS,Other(s):,,Docker,Docker,React.js,React.js,Visual Studio Code,,,,
17986,C++,JavaScript,,,Linux,Microsoft Azure,,,,,,,
17986,HTML/CSS,Rust,,,MacOS,,,,,,,,
17986,JavaScript,TypeScript,,,Microsoft Azure,,,,,,,,
17986,Python,,,,Windows,,,,,,,,
17986,Rust,,,,,,,,,,,,
17986,TypeScript,,,,,,,,,,,,
